10 hours or more,4.563636364
9 hours,5.24
8 hours,5.25
7 hours,5.2
6 hours,5.210169492
5 hours,5.267873303
4 hours,5.227702703
3 hours,5.129957806
2 hours,4.9525
1 hour or less,5
